pub_id,doi,isbn,doc_type,authors,authors_clean,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher,author_id
2355,https://doi.org/10.5539/hes.v2n4p142,,Article,Xiaohong Liu; Lisi Wang; Qiong Yang,,2012,Analysis on Influencing Factors and Countermeasures for College Studentsí Network Entertainment,Higher Education Studies,2,4,142-147,https://openalex.org/W2172153879,,,,Canadian Center of Science and Education,2017
2177,https://doi.org/10.1145/1056808.1056912,,Article,Christine Dufour; Elaine G. Toms; Jonathan Lewis; Ronald M. Baecker,,2005,User strategies for handling information tasks in webcasts,Human Factors in Computing Systems,,,1343-1346,https://openalex.org/W2124759041,,,,,2033
584,https://doi.org/10.1093/hmg/6.11.1873,,Article,Heather MacDonald; Rachel Wevrick,,1997,The Necdin Gene is Deleted in Prader-Willi Syndrome and is Imprinted in Human and Mouse,Human Molecular Genetics,6,1,1873-1878,https://openalex.org/W2145843666,,,,Oxford University Press,849
63,https://doi.org/10.1002/humu.21338,,Article,Ashley M Byrnes; Lemuel Racacho; Sarah M. Nikkel; Fengxia Xiao; Heather MacDonald; T. Michael Underhill; Dennis E. Bulman,,2010,Mutations in GDF5 presenting as semidominant brachydactyly A1,Human Mutation,31,10,1155-1162,https://openalex.org/W2032766719,,,,Wiley,849
64,https://doi.org/10.1002/hyp.14385,,Article,Bhaleka Persaud; K. A. Dukacz; G. C. Saha; Amber Peterson; L. Moradi; S. O Hearn; E. Clary; Juliane Mai; Michael Steeleworthy; J. J. Venkiteswaran; Homa Kheyrollah Pour; Brent B. Wolfe; Sean K. Carey; John W. Pomeroy; C. M. DeBeer; James M. Waddington; Philippe Van Cappellen; Jimmy Lin,,2021,Ten Best Practices to Strengthen Stewardship and Sharing of Water Science Data in Canada,Hydrological Processes,35,11,,https://openalex.org/W3201577713,,,,Wiley-Blackwell,903
873,https://doi.org/10.1161/HYPERTENSIONAHA.122.19288,,Article,Lauren E Maier; Brittany A Matenchuk; Ana Vucenovic; Allison Sivak; Margie H. Davenport; Craig D. Steinback,,2022,Influence of Obstructive Sleep Apnea Severity on Muscle Sympathetic Nerve Activity and Blood Pressure: a Systematic Review and Meta-Analysis,Hypertension,,,,https://openalex.org/W4283725553,,,,Lippincott Williams & Wilkins,1469
2332,https://doi.org/10.3917/i2d.201.0046,,Article,Jean-Michel Lapointe; Remi Castonguay,,2020,"Les bibliothÈcaires universitaires, pÈdagogues de líÈcosystËme socionumÈrique de líinformation",I2D,,1,46-50,https://openalex.org/W3025421619,,,,Association des professionnels de l'information et de la documentation,671
1566,https://doi.org/10.29173/iq979,,Article,Kristi Thompson; Carolyn Sullivan,,2020,"Mathematics, risk, and messy survey data",IASSIST quarterly,44,4,,https://openalex.org/W3116872005,,,,University of Alberta Libraries,1022
1565,https://doi.org/10.29173/iq399,,Article,Berenica Vejvoda; K. Jane Burpee; Paula Lackie,,2017,Image Management as a Data Service,IASSIST quarterly,,,,https://openalex.org/W2808679637,,,,University of Alberta Libraries,934
705,https://doi.org/10.1109/ted.2011.2173347,,Article,Wei Xuan; A. Beaumont; Marc Guilmain; Mohamed Amine Bounouar; Nicolas Baboux; J. Etzkorn; Dominique Drouin; Francis Calmon,,2012,Static and Dynamic Modeling of Single-Electron Memory for Circuit Simulation,IEEE Transactions on Electron Devices,59,1,212-220,https://openalex.org/W2074885144,,,,Institute of Electrical and Electronics Engineers,1203
2190,https://doi.org/10.1177/034003520102700308,,Article,John Durno; Simon Lloyd; Elaine Maclean; Sandra Singh,,2001,Librarianship in 2010: The '00 Decade in Review,IFLA Journal,27,3,159-162,https://openalex.org/W2035059670,,,,SAGE Publishing,1302
1121,https://doi.org/10.1515/9783598441264,,Article,Information Congress; Hartmut Walravens,,2008,The Impact of Digital Technology on Contemporary and Historic Newspapers,IFLA publications,135,,171-184,https://openalex.org/W651803030,,,,De Gruyter,103
608,https://doi.org/10.1097/ID.0000000000000837,,Article,Anastasia Kelekis-Cholakis; Janet Rothney,,2019,Maintenance of Implant Patients,Implant Dentistry,28,2,161-172,https://openalex.org/W2908040663,,,,Lippincott Williams & Wilkins,1175
977,https://doi.org/10.1186/s13012-016-0421-7,,Article,Andrea C. Tricco; Huda M. Ashoor; Roberta Cardoso; Heather MacDonald; Elise Cogo; Monika Kastner; Laure Perrier; Ann McKibbon; Jeremy M. Grimshaw; Sharon E. Straus,,2015,Sustainability of knowledge translation interventions in healthcare decision-making: a scoping review,Implementation Science,11,,,https://openalex.org/W2339025071,,,,BioMed Central,449
978,https://doi.org/10.1186/s13012-016-0421-7,,Article,Andrea C. Tricco; Huda M. Ashoor; Roberta Cardoso; Heather MacDonald; Elise Cogo; Monika Kastner; Laure Perrier; Ann McKibbon; Jeremy M. Grimshaw; Sharon E. Straus,,2015,Sustainability of knowledge translation interventions in healthcare decision-making: a scoping review,Implementation Science,11,1,10-Jan,https://openalex.org/W2339025071,,,,BioMed Central,849
979,https://doi.org/10.1186/s13012-018-0779-9,,Article,Christine Marquez; Alekhya Mascarenhas Johnson; Sabrina Jassemi; Jamie Park; Julia E. Moore; Caroline Blaine; Gertrude Bourdon; Mark Chignell; Moriah E. Ellen; Jacques Fortin; Ian D. Graham; Anne Hayes; Jemila S. Hamid; Brenda R. Hemmelgarn; Michael P. Hillmer; Bev Holmes; Jayna Holroyd-Leduc; Linda Hubert; Brian Hutton; Monika Kastner; John N. Lavis; Karen Michell; David Moher; Mathieu Ouimet; Laure Perrier; Andrea Proctor; Tom Noseworthy; Victoria Schuckel; Sharlene Stayberg; Marcello Tonelli; Andrea C. Tricco; Sharon E. Straus,,2018,Enhancing the uptake of systematic reviews of effects: what is the best format for health care managers and policy-makers? A mixed-methods study,Implementation Science,13,,,https://openalex.org/W2808838618,,,,BioMed Central,449
942,https://doi.org/10.1186/1748-5908-4-55,,Article,Anna R. Gagliardi; Laure Perrier; Fiona Webster; Karen Leslie; Mary J. Bell; Wendy Levinson; Ori D. Rotstein; Ann E. Tourangeau; Laurie J. Morrison; Ivan Silver; Sharon E. Straus,,2009,Exploring mentorship as a strategy to build capacity for knowledge translation research and practice: protocol for a qualitative study,Implementation Science,4,,,https://openalex.org/W2003360618,,,,BioMed Central,449
944,https://doi.org/10.1186/1748-5908-6-69,,Article,Monika Kastner; Elizabeth A. Estey; Laure Perrier; Ian D. Graham; Jeremy M. Grimshaw; Sharon E. Straus; Merrick Zwarenstein; Onil Bhattacharyya,,2011,Understanding the relationship between the perceived characteristics of clinical practice guidelines and their uptake: protocol for a realist review,Implementation Science,6,,,https://openalex.org/W2073304860,,,,BioMed Central,449
974,https://doi.org/10.1186/s13012-014-0122-z,,Article,Anna R. Gagliardi; Fiona Webster; Laure Perrier; Mary Bell; Sharon E. Straus,,2014,Exploring mentorship as a strategy to build capacity for knowledge translation research and practice: a scoping systematic review,Implementation Science,9,,,https://openalex.org/W2117093521,,,,BioMed Central,449
1991,https://doi.org/10.7939/R3CJ87P8J,,Article,Sarah Polkinghorne,,2015,Unpacking and overcoming ìedutainmentî in library instruction,In the Library with the Lead Pipe,,,,https://openalex.org/W1956520447,,,,In the Library with the Lead Pipe,1463
564,https://doi.org/10.1080/23744235.2021.1923799,,Article,George N. Okoli; Rasheda Rabbani; Leslie Copstein; Amenah Al-Juboori; Nicole Askin; Ahmed M Abou-Setta,,2021,Remdesivir for coronavirus disease 2019 (COVID-19): a systematic review with meta-analysis and trial sequential analysis of randomized controlled trials,Infectious diseases,53,9,691-699,https://openalex.org/W3161795139,,,,Taylor & Francis,1195
565,https://doi.org/10.1080/23744235.2021.2018493,,Article,George N. Okoli; Yahya Al-Yousif; Viraj K. Reddy; MÍ-Linh LÍ; Christine J. Neilson; Ahmed M. Abou-Setta,,2021,The Number Needed to Vaccinate (NNV) against herpes zoster: a systematic review with meta-analysis,Infectious diseases,54,5,356-366,https://openalex.org/W4200432689,,,,Taylor & Francis,1194
586,https://doi.org/10.1093/ibd/izz120,,Article,Wael El-Matary; M Ellen Kuenzig; Harminder Singh; George N. Okoli; Mohammad Moghareh; Harsh Kumar; MÍ-Linh LÍ; Eric I Benchimol,,2020,Disease-Associated Costs in Children With Inflammatory Bowel Disease: A Systematic Review,Inflammatory Bowel Diseases,26,2,206-215,https://openalex.org/W2951233196,,,,Lippincott Williams & Wilkins,1194
1911,https://doi.org/10.7560/IC53202,,Article,Geoffrey Little,,2018,"ìSave the Cross Campusî: Library Planning and Protests at Yale, 1968ñ1969",Information & Culture,53,2,153-174,https://openalex.org/W2803142719,,,,University of Texas Press,562
2436,https://doi.org/10.7560/ic56305,,Article,Elisa Sze,,2021,"ìThe Little Strangers at Our Gateî: Toronto Public Libraryís Experimentation with the Settlement House Movement, 1910sñ1930s",Information & Culture,56,3,323-349,https://openalex.org/W3208237083,,,,University of Texas Press,459
159,https://doi.org/10.1016/0306-4573(89)90066-6,,Article,Jean Tague; R. Schultz,,1989,Evaluation of the user interface in an information retrieval system: A model,Information Processing and Management,25,4,377-389,https://openalex.org/W2089730190,,,,Elsevier BV,1198
1975,https://doi.org/10.7939/R35T3G685,,Article,Lorie A. Kloda; Denise Koufogiannakis; Katrine Mallan,,2011,Transferring Evidence into Practice: What Evidence Summaries of Library and Information Studies Research Tell Practitioners.,Information Research,,,,https://openalex.org/W1568340789,,,,,1499
1875,https://doi.org/10.6017/ital.v31i2.1848,,Article,Eva Dodsworth; Andrew Nicholson,,2012,Academic Uses of Google Earth and Google Maps in a Library Setting,Information technology and libraries,31,2,102-117,https://openalex.org/W2049745400,,,,American Library Association,343
2368,https://doi.org/10.6017/ital.v34i1.5664,,Article,Karim Tharani,,2015,Linked Data in Libraries: A Case Study of Harvesting and Sharing Bibliographic Metadata with BIBFRAME,Information technology and libraries,34,1,19-May,https://openalex.org/W2094439764,,,,American Library Association,1371
1879,https://doi.org/10.6017/ital.v35i4.9469,,Article,Joanne Oud,,2016,Accessibility of Vendor-Created Database Tutorials for People with Disabilities,Information technology and libraries,35,4,18-Jul,https://openalex.org/W2567042049,,,,American Library Association,887
1881,https://doi.org/10.6017/ital.v36i1.9598,,Article,Mia Massicotte; Kathleen Botter,,2017,Reference Rot in the Repository: A Case Study of Electronic Theses and Dissertations (ETDs) in an Academic Library,Information technology and libraries,36,1,28-Nov,https://openalex.org/W2601298734,,,,American Library Association,546
2369,https://doi.org/10.6017/ital.v40i3.13209,,Article,Matthew Black; Susan Powelson,,2021,A Rapid Implementation of a Reserve Reading List Solution in Response to the COVID-19 Pandemic,Information technology and libraries,40,2,,https://openalex.org/W3200080694,,,,American Library Association,2000
1874,https://doi.org/10.6017/ital.v31i1.1857,,Article,Sharon Farnel,,2008,Editorial Board Thoughts: Tools of the Trade,Information technology and libraries,,,,https://openalex.org/W2070576648,,,,American Library Association,1488
1876,https://doi.org/10.6017/ital.v34i3.5900,,Article,Sonya Betz; Robyn Hall,,2015,Self-Archiving with Ease in an Institutional Repository: Microinteractions and the User Experience,Information technology and libraries,,,,https://openalex.org/W1953894052,,,,American Library Association,1330
1877,https://doi.org/10.6017/ital.v34i3.5900,,Article,Sonya Betz; Robyn Hall,,2015,Self-Archiving with Ease in an Institutional Repository: Microinteractions and the User Experience,Information technology and libraries,,,,https://openalex.org/W1953894052,,,,American Library Association,1480
1878,https://doi.org/10.6017/ital.v34i3.5900,,Article,Sonya Betz; Robyn Hall,,2015,Self-Archiving with Ease in an Institutional Repository: Microinteractions and the User Experience,Information technology and libraries,,,,https://openalex.org/W1953894052,,,,American Library Association,"1330, 1480"
2154,https://doi.org/10.1093/geroni/igz038.1347,,Article,W L Lai Daniel; Jia Li; Liza Chan; Celia Li; Alison X Ou,,2019,THE EFFECTIVENESS OF A PEER-BASED INTERVENTION ON SOCIALLY ISOLATED OLDER CHINESE IMMIGRANTS IN CANADA,Innovation in Aging,3,,,https://openalex.org/W2989148112,,,,University of Oxford,1477
691,https://doi.org/10.1108/S2055-364120200000029012,,Article,NA,,2020,About the Authors,Innovations in higher education teaching and learning,,,,https://openalex.org/W4243660167,,,,,1150
401,https://doi.org/10.1021/ic901726b,,Article,Stephen J. Geier; Austin L. Gille; Thomas M. Gilbert; Douglas W. Stephan,,2009,From Classical Adducts to Frustrated Lewis Pairs: Steric Effects in the Interactions of Pyridines and B(C<sub>6</sub>F<sub>5</sub>)<sub>3</sub>,Inorganic Chemistry,41,21,10466-10474,https://openalex.org/W1981600895,,,,American Chemical Society,1283
400,https://doi.org/10.1021/ic800703n,,Article,Diane A. Kanas; Stephen J. Geier; Christopher M. Vogels; Andreas Decken; Stephen A. Westcott,,2008,"Synthesis, Characterization, and Reactivity of Rhodium(I) Acetylacetonato Complexes Containing Pyridinecarboxaldimine Ligands",Inorganic Chemistry,47,19,8727-8735,https://openalex.org/W2030637995,,,,American Chemical Society,1283
399,https://doi.org/10.1021/ic200663v,,Article,Douglas W. Stephan; Sharonna Greenberg; Todd W. Graham; Preston A. Chase; Jeff J. Hastie; Stephen J. Geier; Jeffrey M. Farrell; Christopher C. Brown; Zachariah M. Heiden; Gregory C. Welch; Matthias Ullrich,,2011,Metal-Free Catalytic Hydrogenation of Polar Substrates by Frustrated Lewis Pairs,Inorganic Chemistry,50,,,https://openalex.org/W2325882946,,,,American Chemical Society,1283
266,https://doi.org/10.1016/j.inoche.2006.05.001,,Article,Stephen J. Geier; Erin E. Chapman; Daniel I. McIsaac; Christopher M. Vogels; Andreas Decken; Stephen A. Westcott,,2006,Bulky rhodium diimine complexes for the catalyzed borylation of vinylarenes,Inorganic Chemistry Communications,9,8,788-791,https://openalex.org/W2035395022,,,,Elsevier BV,1283
2211,https://doi.org/10.1186/s13244-019-0830-7,,Article,Cherry Sit; Rohit Srinivasan; Ashik Amlani; Keerthini Muthuswamy; Aishah Azam; Leo Monzon; Daniel Stephen Poon,,2020,Attitudes and perceptions of UK medical students towards artificial intelligence and radiology: a multicentre survey,Insights Into Imaging,11,1,14-14,https://openalex.org/W3012668909,,,,SpringerOpen,1671
1140,https://doi.org/10.1629/uksg.285,,Article,Melissa Belvadi,,2016,DDA and traditional monograph acquisition ñ the experience of a small university library,Insights: The UKSG Journal,29,1,64-69,https://openalex.org/W2293114871,,,,UKSG,1290
1141,https://doi.org/10.1629/uksg.562,,Article,Melissa Belvadi,,2021,Longevity of print book use at a small public university: a 30-year longitudinal study,Insights: The UKSG Journal,34,1,,https://openalex.org/W3211865462,,,,UKSG,1290
2159,https://doi.org/10.1108/02641611211214297,,Article,Robert Tiessen,,2012,How copyright affects interlibrary loan and electronic resources in Canada,Interlending & Document Supply,40,1,49-54,https://openalex.org/W2092286976,,,,Emerald Publishing Limited,2013
2427,https://doi.org/10.7202/1065021ar,,Article,David Jackson,,2019,"Repetition, Feedback, and Temporality in Two Compositions by William Basinski",IntermÈdialitÈs,33,,,https://openalex.org/W2991626055,,,,Consortium Erudit,855
855,https://doi.org/10.1145/62437.62477,,Article,Jean Tague; R. Schultz,,1988,Some measures and procedures for evaluation of the user interface in an information retrieval system,International ACM SIGIR Conference on Research and Development in Information Retrieval,,,371-385,https://openalex.org/W1999246280,,,,,1198
695,https://doi.org/10.1109/icecs.2009.5410886,,Article,Wei Xuan; Francis Calmon; Nicolas Baboux; Abdelkader Souifi,,2009,Discussion on the performances of hybrid SET-MOSFET Voltage Controlled Oscillators,"International Conference on Electronics, Circuits, and Systems",,,,https://openalex.org/W2116288742,,,,,1203
